ID,DOB,SSN,Zip,Age,Workclass,fnlwgt
2d539b49,8/20/2003,679-66-3016,52723,56,Private,206399
e1ed4563,4/7/2004,316-72-6002,25530,44,Private,124563
fff47665,5/13/2006,636-39-9836,39627,32,State-gov,198211
665e1037,5/28/1955,365-95-2404,97625,17,Private,130795
795b0265,7/24/2010,387-99-3915,58183,44,Private,71269
df513f46,2/17/1967,185-43-0832,45278,32,Self-emp-not-inc,319280
1b8316df,10/23/1963,354-89-3041,38393,35,Private,125933
840f9531,2/13/1969,889-16-0764,51718,27,Private,107236
70bac725,9/26/1964,714-53-7782,86502,32,Private,32732
c64c4690,1/27/1980,237-27-9558,12007,68,Private,284763
339e5ffd,2/11/1976,172-54-6276,98585,20,Private,112668
2d929064,3/16/1973,115-33-3945,92475,33,Private,376483
fbda2b53,3/7/1993,104-53-0997,35389,24,Private,402778
31d203e1,9/14/1992,268-77-7140,10889,48,Private,36177
f52f81fc,12/16/2007,143-50-4692,60462,45,Private,125489
c1cf8df3,11/5/1984,506-26-3689,75152,48,Private,304791
99d9aceb,8/7/1976,862-32-8129,13360,28,Private,209205
5643da69,4/28/1987,391-07-1877,20621,60,,112821
64527bef,1/4/1970,476-79-6593,98352,39,Local-gov,178100
5cfc258d,3/1/2009,122-53-1645,4408,23,Private,70261
371a4325,12/7/1983,440-82-5274,20512,23,State-gov,186634
6a6b64cc,10/29/1976,532-31-5093,76670,36,Private,32958
56883620,2/26/1976,296-34-3881,41224,25,Private,254746
54e6de6e,5/29/1973,773-15-5665,55489,52,Private,158746
fd967599,4/24/1976,564-54-1789,93176,35,Self-emp-not-inc,140854
fc119922,6/8/2004,567-96-4429,78186,41,Private,51506
03594396,10/21/1961,763-73-9593,65377,45,Private,189564
dbd3f222,1/16/1984,671-91-0677,592,37,Federal-gov,325538
a4ca3ae3,12/14/1974,256-71-2233,76010,58,Private,213975
667e13d0,2/9/1987,404-76-3215,13435,67,Self-emp-not-inc,431426
40c784cf,12/28/1977,487-96-0025,10507,48,Private,199763
784fcdd4,3/27/1981,607-07-3251,63690,63,Private,161563
7b5326bb,4/21/2006,285-76-7935,29093,24,Local-gov,252024
38492f8c,7/21/2009,485-71-1045,76457,43,Private,43945
94249c3c,12/4/2007,271-45-9342,80156,36,Private,178487
af8e0585,1/3/2005,131-62-3874,16128,32,Private,604506
f72f5a7d,3/15/1957,118-65-1187,33213,36,Private,228157
e57445f7,7/7/1990,852-72-4952,61829,43,Private,199191
3d3519d8,5/9/2008,824-89-4205,63560,27,Private,189775
236bffeb,12/9/1993,561-18-0606,73817,17,Private,171080
2f64bc56,4/23/1997,699-21-9751,45538,45,Private,117310
7b438730,6/8/1959,471-59-3950,11524,41,Self-emp-inc,82049
c8cf83fe,6/24/1978,163-49-3616,20251,41,Self-emp-not-inc,126094
6c551421,4/11/2009,476-50-4953,17441,18,,202516
c24de193,6/3/1972,891-77-9132,25090,48,Local-gov,246392
bee4886d,10/7/1965,866-34-1379,8106,51,,69328
16db2c12,5/13/1969,713-48-0775,38983,26,Private,292803
16bbf686,11/23/1967,497-83-3465,50523,54,Private,286989
c4196422,2/14/1980,571-46-8056,98448,22,Private,190483
464d6a70,5/27/1985,721-70-9350,2071,19,Private,235849
96295c8b,2/28/1955,852-91-1657,70125,47,Private,359766
20d4a9ce,12/22/1973,345-23-8432,32843,32,Private,128016
e7251225,3/28/1971,315-87-4457,9969,46,Private,360096
0aa72713,8/2/1963,613-19-2962,53794,30,Private,170154
8c895895,6/25/1957,597-70-4189,50860,35,Private,337286
84a7001e,6/5/1964,807-40-5579,17520,52,Private,204322
1981cbfc,7/28/2000,803-98-1930,55400,73,Self-emp-not-inc,143833
7deebb96,5/10/1988,211-72-1017,3296,17,Private,365613
d25ad9b5,3/9/1956,770-70-0664,47114,32,Private,100135
38cbf52a,7/29/1964,464-07-7677,95251,43,Local-gov,180096
94159092,4/22/1957,806-37-6643,23934,19,,371827
624606ce,11/13/2002,129-06-0441,84417,26,Private,61270
3f38344d,4/7/1982,643-52-2357,35780,41,Federal-gov,564135
9143a39e,9/26/1958,889-28-8810,325,49,Private,198759
e6dd451c,3/5/1976,252-22-0170,95088,52,State-gov,303462
dca30987,2/23/1985,728-94-6890,13050,35,Private,193106
c0882030,5/9/1967,300-76-4473,96365,57,Private,250201
9621f881,4/3/1969,424-06-1365,41975,35,Private,200426
c8f11259,2/8/1978,447-64-2577,41606,33,Private,222654
93503d85,12/27/1964,756-53-7504,71775,56,Private,53366
36448733,9/7/1999,268-46-4448,9147,42,Private,132222
ab8a8e00,7/22/1980,865-44-7574,57644,17,Private,100828
2ac3e84f,4/3/1955,489-74-1224,45856,49,Private,31264
ea442b9e,8/1/2008,353-61-8727,78799,39,Private,202027
4f18d97b,12/9/1976,499-58-6420,35064,34,Self-emp-not-inc,168906
c70cbb97,9/22/1991,354-55-8965,20989,37,Self-emp-not-inc,255454
283aa274,6/7/1984,586-04-1540,58863,22,Private,245524
5893a541,12/28/1992,223-73-0061,6408,27,Private,386040
c000c4b5,6/11/1996,174-68-2415,29259,21,Private,35424
a973da99,6/12/1978,468-02-4211,47101,59,,93655
04247981,3/1/1958,873-64-8618,629,44,Private,152629
cb50eb19,6/9/2005,268-73-4802,34523,53,Self-emp-not-inc,151159
19eb5e50,10/12/1952,875-23-3180,70379,26,Private,410240
3e445ea3,5/27/1979,446-65-5306,67900,48,Private,138970
dfc92e42,8/25/1982,473-83-2196,33925,39,Private,269722
3e7f343e,5/12/1999,440-06-1562,43159,34,Private,223678
324fb922,4/27/1977,438-18-4286,81800,54,State-gov,197184
b13a4998,2/20/1960,802-55-0778,15657,36,Private,143486
d7c8c42b,7/21/1998,423-41-1391,48687,60,Private,160625
95732043,8/23/2005,811-24-6770,75625,50,Private,140516
066baafb,12/27/1962,460-58-8740,34216,48,Local-gov,85341
8ff0ae1d,9/21/1960,815-12-1102,57832,35,Private,108293
190e482d,2/4/1952,767-53-5811,20671,40,Self-emp-not-inc,192507
7a404ae5,12/20/1996,400-88-3674,43714,30,Private,186932
5c9cbd7f,7/14/1966,575-63-2656,37205,65,Self-emp-not-inc,223580
13f41493,3/24/1992,114-03-9485,21426,31,Private,236861
197a4198,4/25/1988,698-22-0414,24903,46,Local-gov,327886
7c296ace,7/28/1964,628-44-7153,88724,67,,407618
43dbdad4,11/30/2003,640-26-9959,72998,62,Self-emp-inc,197060
b3cad6c8,5/14/1995,464-04-2012,75479,38,Private,229180
969f0ceb,1/11/2005,403-09-4122,713,24,Private,284317
b15a6ad3,8/3/1992,211-07-6641,57352,24,Private,73514
9306c010,12/20/2004,837-75-6395,75252,27,Private,47907
18746926,10/26/1991,650-56-4664,48601,43,State-gov,134782
1319d6bd,9/9/1981,860-80-2941,99955,48,Private,118831
50684757,9/26/1992,683-77-1564,14735,41,Private,299505
4793573c,1/15/1969,298-97-7742,32089,30,Private,267161
7433e7d1,11/26/1982,208-17-5578,39518,38,Private,119177
c7fbcad1,4/16/1999,676-19-0698,84483,45,Private,327886
e4ecc9ae,12/18/1965,672-77-4863,60175,45,Private,187730
2b2b5031,8/23/2008,290-08-0630,7188,55,Private,109015
9e35b28d,7/18/2000,240-75-5839,38513,46,Self-emp-not-inc,110015
e6593f63,1/6/1951,102-49-7584,73690,24,Private,104146
4e6c2f4e,3/20/1986,568-39-7082,11769,31,Local-gov,50442
5b5093c2,3/29/1978,555-60-9552,722,35,Private,57640
34850791,5/13/1961,580-24-6346,61760,37,Local-gov,333664
70f39101,10/3/1961,803-29-0026,32419,29,Private,224858
652b3795,7/26/1960,888-09-0803,7420,56,Private,290641
e31f51a9,10/20/1955,471-16-6086,27016,60,,191118
587f60da,3/16/1953,611-57-0483,45728,25,Private,34402
05851153,9/23/1967,130-95-6413,28860,33,Private,245378
3f6a3892,5/12/1989,401-41-8677,84090,44,Private,179136
eb6c9619,8/14/2011,723-12-5675,24161,21,Private,116788
bd89f1db,8/22/1991,845-66-5784,74013,21,Private,129699
1e3bc6ec,7/8/1957,590-26-5289,85237,46,Federal-gov,39606
bf783ade,1/18/1993,864-57-9420,93494,44,Self-emp-inc,95150
345e1774,11/7/1998,798-94-5630,74322,63,Private,102479
ddaffc2d,9/29/1990,753-63-3999,58984,44,Private,199191
b6a92ef4,12/5/1982,813-09-8707,81111,31,Private,229636
e34c40a7,1/25/1957,863-19-4716,57155,26,Private,53833
2c8080f6,1/22/1974,581-59-7018,48312,37,Self-emp-inc,27997
a35a498a,8/24/1960,485-14-6148,20804,60,,124487
de884fc2,5/17/1972,605-73-8919,76696,33,Private,111363
7dce07a5,5/30/1983,847-75-2988,91386,38,Private,107630
ed0bcf57,10/31/1960,472-38-8689,69304,26,Private,134287
62980eac,9/17/1977,695-58-3616,58779,46,Self-emp-inc,283004
37488994,10/8/1979,627-53-5718,61676,24,Private,33616
70923ddc,10/12/1958,767-20-8812,66958,47,Local-gov,121124
efde4e87,1/23/1954,853-05-9578,17122,27,Private,188189
f790f698,5/19/1981,360-27-6084,38575,46,Private,106255
703ec537,9/19/1986,873-09-1469,45473,47,Federal-gov,282830
9ebf057f,6/11/1978,269-14-5005,88056,47,Private,243904
d7aa2668,3/21/1953,424-46-4435,3497,69,Private,165017
43dc2e7a,1/31/2002,651-21-1541,58483,32,Private,131584
c9c3740e,8/10/1972,506-79-2670,10428,51,Private,427781
70c6ed2e,2/13/1973,677-30-5057,31951,36,Private,334291
d82413a5,5/13/1988,863-09-3829,53327,50,Local-gov,173224
91b5d75c,9/7/1992,159-90-8677,43190,29,Private,87507
75022b9c,9/22/1995,707-61-5996,44225,32,Private,187560
96b51ca0,3/18/1992,329-38-9004,60375,27,Private,204497
45436f4c,2/17/1960,821-31-1471,79306,60,Private,230545
12a3bdb6,9/3/1985,450-27-6766,93168,31,Private,118161
31fa8930,3/21/2007,632-44-7002,23413,46,Private,150499
a9a320b5,6/12/1979,308-09-4302,42397,40,Local-gov,96554
00cd07f0,6/21/1965,153-73-9059,83673,39,Private,288551
0eb1cf70,2/11/2012,386-70-1197,85003,69,Self-emp-not-inc,104003
e3ef4303,11/30/1957,177-80-0572,7423,54,Self-emp-inc,124963
ab97ae5b,9/28/1961,523-70-1020,46535,56,Private,198388
db120037,5/8/1995,339-99-8967,78953,47,Federal-gov,126204
be46c351,10/31/1994,561-57-2202,84507,25,Private,91709
d224b87b,2/15/1984,314-02-1187,26706,34,Self-emp-not-inc,152109
7ae832d0,10/31/1953,429-10-5689,51265,24,Self-emp-not-inc,191954
1e372c35,8/15/1968,199-83-8882,61459,63,Private,108097
630e730f,12/21/1959,841-50-1901,13376,29,Local-gov,289991
090f85e0,11/30/1984,592-42-9261,52123,64,Private,92115
d0d7ff62,10/5/1978,286-14-9619,72161,44,Private,320277
ab98edd2,6/9/1953,228-16-8483,13231,26,Private,33610
f6233474,4/22/1968,244-63-5614,95294,36,Private,168276
fe5f6632,1/11/1998,428-85-7277,39219,55,State-gov,175127
520096b4,12/13/1981,453-62-6981,15520,37,Private,254973
363b83ac,6/18/1981,291-50-9988,42180,37,Private,95336
6ee3ccb2,7/12/1991,204-77-9145,61666,63,Private,346975
0068c1b6,12/18/2008,466-21-3240,29843,33,Private,227282
d41424fb,8/20/1969,350-13-3956,69914,19,Private,138153
b9d16e18,4/9/1987,451-13-7414,40156,57,Local-gov,174132
ed894210,7/22/1972,277-31-8561,62158,31,Private,182237
8bd636e3,10/7/2003,606-61-7920,50664,20,,111252
79553a73,2/28/1961,615-34-5808,30602,58,Local-gov,217775
80119a29,4/20/1956,593-42-7816,23925,20,,168863
a3b21534,5/12/1955,314-35-8386,60713,25,Private,394503
de324d1f,6/24/1992,676-30-8612,29332,40,Private,141657
932a86f8,12/10/1999,269-96-4853,61531,18,Private,125441
f735fe89,8/3/1968,754-24-1724,63318,26,Private,172230
cf1bdf7f,5/16/1986,512-98-4557,29088,29,Private,282944
369f101e,5/19/1968,140-51-0891,72498,45,Local-gov,55377
fca7256b,4/12/1992,886-06-8766,5551,35,State-gov,49352
45a9cf5f,1/12/1976,898-58-0382,30081,32,Private,213887
fdd5eaea,5/16/1968,798-84-7784,56188,61,Self-emp-not-inc,24046
30417f87,10/26/1966,157-07-8928,96444,26,State-gov,208122
6f7afb8d,12/29/1957,750-15-8453,24770,56,Private,176118
b4e244a2,10/21/1977,347-03-0217,53545,22,Private,227994
41da420d,1/9/1966,674-69-1539,86788,49,Private,215389
7c4a902a,2/16/1980,164-07-0208,32641,40,Private,99434
a1e80ad2,9/22/1994,606-78-3756,6375,37,Private,190964
f0cee5ac,11/27/1986,729-98-6041,85820,23,,113700
0835351c,7/5/1953,154-16-8450,50703,28,Private,259840
37129136,8/27/1983,480-05-5032,50869,27,Private,168827
d13f83e9,10/11/1973,499-80-2809,65667,34,Self-emp-inc,28984
00444e3a,10/12/1960,136-90-3050,18304,49,Private,182211
63021924,4/7/1969,895-09-8847,22600,41,Private,82393
c7204765,5/21/1955,690-99-6530,17707,28,Private,183639
f1201157,6/24/1956,785-12-2360,80480,38,Private,342448
d9789409,1/17/2005,702-23-9864,70109,47,State-gov,469907
6e6c6e9f,6/7/1995,155-71-6030,35359,28,Local-gov,211920
2b10f33b,3/25/1989,355-90-8546,25621,44,State-gov,33658
9c6ab431,6/9/1995,736-04-7590,28422,41,Federal-gov,34178
39ada5ba,4/11/1990,410-46-7708,73945,50,Private,400630
bc1051eb,8/14/1971,406-34-2042,37255,73,Self-emp-not-inc,161251
ee3bf684,7/30/1955,826-23-7360,31185,21,Private,255685
1c037000,2/25/1993,717-09-4176,15095,38,Private,199256
9543dd54,12/31/1952,177-27-1138,40172,64,,143716
653843e3,12/7/1987,473-47-1884,14909,47,Private,221666
f7aa4733,2/25/2009,475-53-5529,23494,52,Private,145409
cbd00fb3,12/6/1951,375-56-6958,17150,24,Private,39615
e6046af6,4/30/1954,794-88-2739,67955,44,Private,104440
d49d5c31,2/15/1959,722-67-7802,34169,27,Private,151382
fd358b51,8/25/1984,439-29-5445,43941,61,Self-emp-not-inc,503675
21b3be3d,8/16/1958,646-88-1740,92191,58,Private,306233
6d07bc3d,10/20/1986,672-99-2242,81091,51,Private,216475
930581cd,1/16/1997,572-33-3164,88617,49,Private,50748
093f950b,8/6/1976,338-99-5985,95990,23,Private,107190
148c5e37,2/7/1974,732-96-2356,79986,19,Private,206874
f6ca404b,10/27/1962,233-05-7011,34833,21,Private,83141
5407c5f3,5/3/1974,538-31-8530,21277,56,Private,444089
a0d59f6a,5/1/1997,458-12-8647,19969,35,Private,141896
79af862f,4/29/1983,531-25-0185,24014,37,Federal-gov,33487
88e0de9f,10/27/1986,403-93-9032,17674,41,Private,65372
3f79cf76,6/5/1960,105-88-3576,76399,30,Private,341346
a2b759d7,12/13/1984,508-89-6673,86605,35,Private,343403
d74e5c1a,11/3/1962,656-26-8489,77866,47,Private,287480
ae7c843a,3/1/1983,418-67-1690,11523,59,Self-emp-inc,107287
425ae42f,4/15/1961,140-76-3219,60508,55,Private,199067
9acfcc2f,6/26/1994,790-40-0199,79996,22,,182771
68b1f61d,8/21/1986,687-87-8128,77446,31,Private,159737
041b4861,6/18/1956,337-23-8731,47985,30,Private,110643
2e29f902,9/5/1971,294-91-7072,44336,24,Private,117583
544817c8,12/22/1968,441-81-3430,46462,49,Self-emp-not-inc,43479
2281bf55,4/22/2006,514-42-6841,54837,23,Private,203003
1e92da1e,7/25/1961,879-21-4831,59981,50,Private,133963
322592b6,2/1/2007,708-72-1714,14759,38,Private,227794
e20331ef,1/12/1990,438-56-7348,62420,20,Self-emp-not-inc,112137
3d675bf8,8/17/1992,831-96-2444,36219,49,Self-emp-not-inc,110457
c66429c9,11/28/1995,494-23-9029,36347,45,Private,281565
a4672186,10/24/1999,878-32-6407,5834,46,Federal-gov,297906
e059b0ac,2/13/1954,106-43-2019,64737,19,Private,151506
fe468f98,11/12/2002,450-72-6567,69087,31,Federal-gov,139455
9d02c8c9,6/13/1988,236-64-7416,7439,38,Private,26987
e68aaa1c,8/17/2001,348-88-5963,95570,56,Self-emp-not-inc,233312
58057c92,3/29/1993,824-81-4399,37719,24,Private,161092
de18a5a4,3/22/1958,830-04-6064,51449,58,Local-gov,98361
e4a0e421,6/10/2010,605-62-0531,32349,28,Private,188928
cf01c303,1/12/2001,245-28-4496,92824,22,Private,164922
d5c74a80,7/2/1953,223-06-9968,77220,46,Private,185673
78cb9b2b,2/3/1967,300-81-7121,75934,30,Private,193598
385f30aa,5/23/1994,890-02-6490,55525,56,Private,274111
e949d8c4,8/13/2006,671-55-5935,94742,32,Private,245482
343368b3,3/3/2006,567-82-1066,14025,56,Private,160932
1ee02a83,5/30/1976,525-34-8557,14339,50,Private,44368
718e0c2d,4/16/1975,513-92-7336,55947,28,,291374
1bb4a069,7/4/1995,696-18-9101,76193,30,Private,280927
32ab03f6,8/22/1974,603-60-0945,35293,24,Private,222993
56540063,9/20/1979,168-81-3937,52528,42,Federal-gov,25240
9846a054,11/7/1986,234-68-5079,55899,31,Self-emp-not-inc,204052
9cff94ed,10/15/1972,854-64-0349,12391,18,Private,74054
81aee545,2/10/1951,225-57-9666,40855,46,Private,169042
e73cd7f7,11/28/2000,670-67-3286,50142,31,Private,104509
87a29ac1,8/29/1978,202-33-7130,65029,38,Local-gov,185394
f9c0c05f,1/9/1994,326-29-7868,77756,44,Local-gov,254146
48b7edc9,5/12/2009,630-76-1267,45161,55,Self-emp-inc,227856
6345397e,2/6/1982,512-89-4380,52489,19,Private,183041
4d3e7cf4,2/24/2010,227-52-1270,86343,45,Private,107682
22899d6a,2/2/1978,688-06-8902,46279,50,Self-emp-inc,287598
6d1d65f8,10/9/1989,469-05-0349,23184,53,Private,182186
bb833b71,12/19/1962,171-01-4179,48013,41,Self-emp-inc,194636
016e0434,8/15/1979,855-36-4479,9761,45,Private,112305
81aa6af9,2/24/1967,240-74-6314,54527,21,Private,212661
d207325f,3/14/1980,567-99-2008,81855,37,Private,32709
90aacd13,3/4/1990,695-02-9365,45402,42,Federal-gov,46366
030e3a66,8/20/2012,563-14-0878,49028,37,Self-emp-not-inc,24106
980c6af3,5/9/1960,267-11-0735,90234,46,Private,170850
7cdbbd84,11/22/1959,784-66-7269,20177,45,Self-emp-not-inc,40666
059a74d2,8/8/1957,454-94-7136,71231,32,Private,182975
82519b3b,6/26/1957,490-59-4396,61865,30,Private,345122
fc5e82de,5/11/1972,844-88-5496,26839,57,,208311
9c64fc42,11/6/2006,817-25-5738,99756,37,Private,120045
24b4b08d,10/26/1981,531-57-3004,13069,18,,201299
d430bf95,9/14/1966,552-41-1349,65967,32,Private,152940
fed21d83,11/2/1989,691-64-6425,57470,43,Private,243580
332d1d63,4/20/2010,256-82-8152,90830,46,Private,182128
b0aef772,6/18/1989,489-49-8336,27439,36,,176458
4e7bcddd,1/16/1991,668-43-7308,66447,33,Private,101562
aa1c550b,10/28/1952,115-76-4222,17623,48,Private,108699
748a8e20,11/14/1962,799-04-3947,34122,34,Private,175878
e79b231a,12/7/2002,804-86-7533,61265,34,Local-gov,177675
0b1e3201,10/17/1974,634-18-9995,54802,33,Private,213887
37c210a1,11/29/1955,332-64-3339,59835,36,Private,357619
06ea677d,5/28/2009,131-15-6234,99217,23,Private,435835
5221c1c1,7/20/1966,591-29-7942,38690,39,Private,165799
3e171ac3,10/4/1972,734-70-8567,55171,22,Private,71469
86bb58e1,4/29/1980,622-20-0943,29937,19,Private,229745
457ea003,1/5/1959,331-07-9608,28652,47,Private,284916
c410c8b5,4/26/1997,300-76-1184,24814,46,Private,28419
2cf9b1ec,10/31/1963,320-57-8640,11782,47,Private,26950
2e63b832,1/1/1969,732-86-2981,92489,47,Self-emp-not-inc,107231
ce2025b6,1/22/1992,444-02-7607,39633,52,Local-gov,512103
7309112f,7/26/1962,742-95-0030,47034,38,Self-emp-not-inc,245090
3e6c6c2e,5/15/1951,586-58-2131,11357,58,Private,314153
1490061b,4/27/2007,689-07-1969,66115,32,Private,243988
e069692e,5/16/1965,789-41-4601,52773,54,Self-emp-not-inc,82551
97267dbb,9/2/2010,474-93-0651,73449,20,Private,42706
9ea35576,9/14/1998,591-60-8425,77625,25,Private,235795
448f9a37,3/18/1957,317-16-1927,20219,25,Self-emp-not-inc,108001
d1470878,8/13/1964,822-41-1254,3248,36,State-gov,112497
7595d7d8,12/10/1973,196-89-9966,37697,69,Self-emp-not-inc,128206
16d210d0,4/15/1951,888-16-4721,93570,28,Private,224634
77616f50,8/28/1975,705-80-0299,33078,20,Private,362999
2c27d479,5/4/1959,386-51-3362,16535,21,Private,346693
01c3ca83,9/29/1965,650-06-8511,7292,37,Private,175759
1dffbda8,5/2/2006,811-86-8305,36081,21,Private,99199
25c91813,10/15/2006,810-62-3262,45538,25,,219987
fa34f060,5/1/2011,482-56-1909,60899,39,Private,143445
5519094e,8/21/1972,700-52-6903,22021,34,Private,118710
c5c8b5c0,8/16/1961,178-12-1936,787,33,Local-gov,224185
8b79134c,7/29/1965,801-61-9899,30027,47,Private,118972
d000ef22,3/23/1995,287-09-9337,70297,29,Private,165360
65883bab,10/1/1995,897-56-1217,21559,48,Private,38950
9172243b,9/30/1974,145-77-8170,11313,42,Self-emp-inc,277256
d49b9714,7/9/1977,521-72-6493,2603,29,Private,247151
1acd87ca,7/21/1976,444-87-7626,7000,34,Private,213722
99bf43dc,10/3/1956,387-26-2165,72436,20,Private,209955
9bfaec5e,2/27/1961,189-91-1681,93499,41,Private,174395
048ff616,11/24/1970,277-22-9164,13130,45,Private,138626
bcb2c0fe,4/10/1988,319-14-1198,6019,22,,179973
579808bc,8/25/1984,890-32-8477,50897,23,Private,200207
88c4e23c,2/28/1960,899-65-8691,87022,19,Private,156587
8a3a0dc1,10/22/1993,686-73-0631,75298,24,Private,33016
470933c0,2/3/1991,809-66-2242,87492,20,Private,197496
6ba160e5,4/30/1971,349-05-8329,93672,32,Private,153588
40950eb0,2/18/2009,506-28-1182,80574,52,Private,99736
3ae8d1f3,10/10/1994,160-42-9611,29736,36,Private,284166
a5eaf244,2/28/1969,457-49-6424,42761,18,Private,716066
f83cb371,4/12/1981,742-68-6827,48774,27,Private,188519
ea70734b,2/23/2007,548-53-0387,65135,26,Private,109080
b70184b5,1/30/1973,116-40-6263,11071,52,Private,174421
2895ac89,11/4/1954,690-96-1216,97091,24,Private,259351
3db0deb6,4/1/1996,750-47-8031,73227,42,Federal-gov,284403
43530d9b,10/18/1996,200-05-9340,13284,39,Private,85319
4923927f,10/4/1953,580-88-4487,52186,20,,201766
312b3c34,3/16/1970,212-17-3845,66947,20,State-gov,340475
7c0fa055,6/23/2003,482-31-7959,37777,39,Private,487486
fabc6026,10/1/1957,589-13-9931,15769,68,,484298
5dcab2cf,11/26/1968,280-98-6662,54590,35,Private,170617
fbe70661,1/13/1975,112-04-7448,79276,54,Private,94055
0e68c3fd,11/29/1997,207-46-3274,83346,24,Private,117779
f998d4ac,12/20/1967,688-86-0919,6098,24,Private,209770
299eae41,12/26/1989,879-46-8361,88161,20,Private,317443
1f6458cd,3/18/2008,659-37-7526,84863,64,,140237
c8950626,4/15/1982,775-96-5761,36991,28,Private,107411
e073f51c,10/25/1991,715-66-3064,50658,36,Self-emp-not-inc,122493
1f69b6de,12/18/1981,745-32-0156,53063,44,Self-emp-inc,195124
a8104767,6/5/2004,775-08-9130,90724,38,Private,101978
8a86e877,1/17/1975,750-92-1095,75709,22,Private,335453
f21505b1,8/3/1983,338-18-2864,7935,56,Private,318329
12ce8582,2/8/1980,634-82-9476,19810,24,Private,100321
9969c713,2/13/1991,307-77-0752,40305,24,Self-emp-not-inc,81145
d0a3bcad,12/25/1962,461-13-8342,13042,22,Private,62865
db71a3c3,6/5/1967,568-53-1151,1289,21,Private,176262
d0f6c6be,8/22/1977,169-46-4002,94358,42,Private,168103
cdbfcf18,4/9/2005,340-62-8566,61347,41,Local-gov,208174
98224aa7,4/24/1969,757-02-9577,33607,19,Private,188815
4b910e8e,11/24/1973,665-37-6060,90309,67,Self-emp-not-inc,226092
088e535f,7/15/1953,678-05-9502,52337,20,Private,212668
47825f67,5/8/2005,807-33-5691,98593,32,Private,381583
45d3bbdd,7/27/1997,733-97-6596,48651,46,Private,239439
19b912de,9/4/1970,758-29-7142,12353,52,Private,172493
d7d3afc4,4/27/2006,330-48-4996,82916,44,Private,239876
440d5e70,11/7/2005,318-20-4360,26089,65,,221881
0da41f6d,8/27/1986,185-13-0568,77657,37,Local-gov,218184
e6386dfc,6/11/2006,638-97-1000,25062,27,Self-emp-not-inc,206889
48ffafed,3/25/1977,244-27-2607,85682,35,Private,110668
c834d577,7/10/1972,550-76-7525,597,30,Private,211028
f5f60fdd,7/20/1960,177-43-4582,31859,64,Local-gov,202984
77196781,11/24/1970,586-99-3011,6693,48,Private,20296
7173df4f,6/7/1951,809-78-2884,90218,35,Private,194690
c31f1dc5,9/8/1951,382-35-2917,74747,28,Self-emp-not-inc,204984
0c9d5b65,4/5/1962,232-23-6228,25611,63,Self-emp-not-inc,35021
e5d75fbf,6/1/2011,336-47-0972,24219,40,Self-emp-not-inc,238574
f94477bf,3/6/1997,253-08-2209,57539,33,Private,345360
3344fb70,7/5/1978,330-53-1904,97126,40,Private,192381
9fe713b1,5/10/1978,658-26-1186,62217,25,Private,479765
ade0cfca,10/13/1979,607-76-4256,36908,45,Self-emp-inc,34091
bfd2b3f8,4/9/2007,808-11-2734,87502,30,Private,151773
be03e48c,8/19/1957,344-92-3971,3929,53,Private,299080
256d51c1,4/18/1976,440-48-7855,49472,63,Private,135339
dcddfdbe,9/20/1962,392-94-7773,92794,27,Local-gov,52156
791d17e4,12/17/1969,841-08-6073,60517,31,Private,318647
8bc9b6a9,10/13/1982,229-77-8865,35036,33,Private,80145
6a2ce15d,1/14/1963,580-86-4414,49855,39,State-gov,343646
49b74332,2/19/1989,214-33-6555,36495,42,Self-emp-not-inc,198692
4b99ccf3,3/14/1984,120-86-8389,71831,19,Private,266635
26240d25,12/14/1966,621-54-2758,76266,31,Private,197672
eb9cd266,3/8/1988,668-37-3952,69454,53,Private,185846
8d7dda00,9/17/2007,435-54-4492,64321,47,Self-emp-not-inc,315110
589761ba,1/26/2009,542-44-0359,95048,27,Private,220754
9699aec7,8/18/2005,817-53-4042,77225,22,Private,64292
1d55ed0d,3/5/2000,458-31-3180,75530,29,Private,126060
c79dc808,12/23/1952,586-76-5449,69446,52,Private,78012
ebb35514,11/29/1967,573-21-4156,82230,32,Private,210562
6f631736,11/6/1952,641-50-9936,6809,23,Private,350181
536d7efd,2/12/1995,872-06-7733,5387,27,Private,233421
bc59fba8,1/31/1955,299-49-8760,47552,53,Private,167170
a473c74e,1/3/2012,294-70-6026,44913,18,Private,260801
e2f2ed19,8/29/1973,708-85-0175,4923,41,Private,173370
825e16ee,7/27/1976,874-90-5603,7887,27,Private,135520
7a99448b,9/23/1999,860-10-4190,17230,30,Private,121308
cd06529b,3/3/1958,430-62-2867,80390,41,Private,444743
17e33d12,9/4/1989,299-49-8043,89350,21,Private,65225
b665952f,2/11/1982,708-52-2835,87320,58,State-gov,136982
2d2a55ae,5/2/1990,861-11-3103,34351,45,State-gov,271962
79417637,11/6/1985,298-99-7041,84872,40,Private,204046
72f44083,9/28/1956,101-05-6419,53652,21,Private,225823
3f9163e0,5/17/2011,125-39-0138,1224,29,Private,183009
3c738b97,4/18/1971,816-64-4817,31022,50,Private,121038
be98d29c,8/12/1970,585-04-4572,42797,26,Private,49092
4eb76de9,10/12/1980,732-21-1150,65338,23,Private,148709
f3423e44,6/14/1991,394-24-3400,50927,27,Private,209205
7574a6bd,4/24/2006,403-45-8248,10266,36,Local-gov,285865
1ce5023f,9/28/1963,147-14-6923,17112,22,Federal-gov,216129
119f1a3c,10/18/1974,775-19-8758,57244,37,Federal-gov,40955
