ID,DOB,SSN,Zip,Age,Workclass,fnlwgt,Education,Education-Num,Marital Status,Occupation,Relationship,Race
9d1e5d8f,1/30/1966,700-65-6769,13913,42,Private,236110,5th-6th,3,Married-spouse-absent,Craft-repair,Not-in-family,White
5690e3f8,7/4/1962,747-52-1696,89934,19,Private,63363,Some-college,10,Never-married,Sales,Own-child,White
07b57946,9/10/2005,263-37-7434,22672,25,Private,190107,Bachelors,13,Never-married,Craft-repair,Own-child,White
2215ff5c,11/11/1985,162-31-0054,3418,37,Private,126569,Masters,14,Married-civ-spouse,Tech-support,Husband,White
92efacc8,7/22/2000,299-45-2311,8288,35,Private,176756,12th,8,Married-civ-spouse,Other-service,Husband,Black
9a6ac36c,8/1/2002,648-75-2421,43602,40,Private,115161,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White
df20b9b7,4/13/1966,711-53-9180,26532,57,Self-emp-not-inc,138892,11th,7,Married-civ-spouse,Sales,Husband,White
9fbb4859,9/20/1977,876-40-9657,43156,38,Private,256864,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White
96ccda28,4/29/1976,319-42-2405,93680,48,Private,265083,10th,6,Divorced,Sales,Not-in-family,White
988e7e11,12/25/1959,859-47-1773,10362,34,Private,249948,Some-college,10,Divorced,Other-service,Not-in-family,White
4bfde713,3/18/2010,291-17-5753,42814,46,Federal-gov,31141,Some-college,10,Divorced,Transport-moving,Not-in-family,White
67ad80ef,1/24/1999,198-18-1194,56608,30,Private,164190,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White
9b6c50e1,4/10/1971,294-15-7763,56318,45,State-gov,67544,Masters,14,Divorced,Protective-serv,Not-in-family,White
33a9a220,3/4/1961,787-29-7440,61678,32,Self-emp-not-inc,174789,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White
a7cb3630,11/13/2005,419-77-7151,15495,35,Private,199753,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White
3ff060a8,10/22/1950,381-14-0830,37215,62,Private,122246,Some-college,10,Never-married,Craft-repair,Not-in-family,White
f778d8f7,5/26/1969,460-31-1650,43050,56,,188166,HS-grad,9,Married-civ-spouse,,Husband,White
1971f957,4/24/1988,333-93-3960,89502,50,Private,96586,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White
61b5cb85,3/15/2010,391-22-8911,41553,25,Private,189590,Bachelors,13,Never-married,Tech-support,Not-in-family,White
356697cf,12/17/2001,514-36-0979,64492,41,Private,140590,Some-college,10,Never-married,Sales,Not-in-family,Black
d5670143,2/14/1970,702-40-7564,38804,35,Private,255702,HS-grad,9,Never-married,Other-service,Own-child,White
eaf47978,12/17/1971,368-58-1159,9388,33,Private,260782,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
daf06353,1/27/1988,896-01-8198,65358,38,Private,169926,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White
9401c9cb,10/26/1993,783-63-5719,82440,37,State-gov,151322,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
8d2538ee,5/6/1975,879-80-3842,92150,56,Private,192869,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White
cea97d1f,5/18/2006,425-53-4591,49945,19,Private,93604,7th-8th,4,Never-married,Craft-repair,Own-child,White
d850f778,7/5/2005,228-08-5066,5877,31,Private,86958,9th,5,Married-civ-spouse,Exec-managerial,Wife,White
1e4dac1f,5/18/1970,851-62-6965,74387,53,Local-gov,228723,HS-grad,9,Divorced,Craft-repair,Not-in-family,Other
fd954752,12/4/1996,321-22-5284,91087,33,Private,192644,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White
88d07376,3/2/1994,605-78-9822,92440,72,Private,284080,1st-4th,2,Divorced,Other-service,Not-in-family,Black
7167393b,8/20/1990,329-78-0485,57946,54,Private,43269,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White
a83a5cec,12/26/1976,554-77-7710,62891,30,Private,190040,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White
f77b925f,12/20/1992,713-83-5699,5860,51,Private,306108,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White
e56e9be2,2/17/2009,292-48-1168,7785,30,Private,220148,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
d2b93b24,6/7/1992,113-95-3610,44075,30,Private,381645,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
814cd8ac,4/25/1961,250-91-6674,75641,32,Private,216361,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black
96f3a9c1,11/25/1999,755-69-7597,68566,30,Private,213722,Some-college,10,Never-married,Sales,Not-in-family,White
fee7e3d2,10/24/1985,512-87-2513,81539,35,Private,112271,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White
6041396c,12/9/1993,668-41-1008,94039,40,Private,208277,Some-college,10,Divorced,Adm-clerical,Own-child,White
a66d01de,3/31/1956,354-26-8360,65576,38,State-gov,352628,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White
e8dc06dc,6/24/1973,714-22-8219,82219,19,Private,129620,10th,6,Never-married,Other-service,Other-relative,White
6614f5f1,3/3/1968,401-72-0794,30834,32,Private,249550,Some-college,10,Never-married,Prof-specialty,Not-in-family,White
1f1f1004,10/5/1977,604-65-8816,20776,49,Private,178749,Masters,14,Married-spouse-absent,Adm-clerical,Unmarried,White
8aa982e2,4/21/1952,538-93-8541,33574,76,,173542,Bachelors,13,Married-civ-spouse,,Husband,White
005bcd42,10/24/1986,524-70-0252,24143,60,Private,167670,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White
bcea2d52,4/6/1967,228-10-3244,56529,60,Private,81578,9th,5,Married-civ-spouse,Sales,Husband,White
c41b991d,11/22/1951,129-10-3997,68313,55,Private,160662,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White
d8b98773,10/4/1990,151-61-8026,72390,41,Private,163322,Bachelors,13,Divorced,Tech-support,Not-in-family,White
665cf0b0,10/28/1999,433-82-4299,84334,24,Private,152189,HS-grad,9,Never-married,Craft-repair,Own-child,White
07782c62,1/8/1983,293-73-5592,78976,53,Private,106176,Masters,14,Married-civ-spouse,Sales,Husband,White
80103925,12/20/1959,355-12-1211,63248,69,State-gov,159191,Some-college,10,Widowed,Adm-clerical,Not-in-family,White
e59bcc3e,8/12/1983,334-88-5401,60449,71,,250263,Some-college,10,Married-civ-spouse,,Husband,White
c5539684,2/1/2003,445-33-4661,37320,41,Private,78410,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White
34f34405,11/21/1966,170-61-3457,70273,32,Private,131379,HS-grad,9,Never-married,Other-service,Own-child,White
4948ce48,7/7/1998,895-95-5532,70487,45,Private,166929,11th,7,Married-civ-spouse,Craft-repair,Husband,White
4b1bfa9d,7/1/1960,389-38-5522,81622,59,Private,380357,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White
065085db,2/19/1987,599-19-5451,6568,31,Private,79190,HS-grad,9,Never-married,Other-service,Own-child,White
090ed5d5,7/26/2000,590-67-9484,96037,40,Private,342164,HS-grad,9,Separated,Adm-clerical,Unmarried,White
056c2cc7,12/6/1958,326-66-4103,87187,44,Private,182616,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White
425f4bfa,11/3/1976,437-58-6244,71564,63,Private,339473,Some-college,10,Divorced,Sales,Not-in-family,White
22ef2ec3,2/14/1970,372-24-4242,28645,31,Local-gov,381153,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White
57d83131,11/8/1971,715-16-4381,14603,51,Private,300816,Bachelors,13,Never-married,Adm-clerical,Unmarried,White
18da2038,4/1/1982,447-48-5637,21765,51,Private,240988,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander
44205667,7/6/2007,331-03-9073,98893,23,Private,149224,HS-grad,9,Never-married,Sales,Not-in-family,White
6de2c99d,8/27/1959,196-19-9190,52262,49,Private,168216,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White
d093791f,11/9/1977,160-85-9711,2482,56,Private,286487,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
ff8b51d8,7/24/1965,695-54-8107,59942,39,Private,305597,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
d9e14433,6/15/2009,423-72-6195,17908,39,Self-emp-not-inc,109766,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White
96ebb6cc,6/29/1954,663-51-0213,42189,30,Self-emp-not-inc,188798,HS-grad,9,Divorced,Other-service,Unmarried,White
ac5a6224,5/5/1954,778-70-1891,49733,43,Self-emp-not-inc,240170,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White
44c6e7f0,11/19/2002,576-12-5982,76576,31,Private,459465,Some-college,10,Never-married,Craft-repair,Not-in-family,White
650629e6,9/3/1991,392-26-1320,92125,44,Local-gov,162506,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White
a5f66d6c,3/30/1954,736-82-7093,50383,43,Self-emp-not-inc,145441,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White
d13db416,11/24/2006,617-67-5755,53282,37,Federal-gov,129573,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White
bd402137,2/19/1981,837-08-3939,91254,41,Private,27444,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White
c8c3d6f3,6/19/1957,552-57-1564,83590,43,Private,195258,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White
237028f7,6/30/1955,147-35-3599,17157,47,State-gov,55272,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
18dd3ef7,9/5/1973,115-54-4591,31380,38,Self-emp-not-inc,164526,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White
a3e63dd6,4/6/1951,442-78-1070,88557,46,Private,27802,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White
e45aebb6,1/26/1995,414-63-1422,64329,19,State-gov,165289,Some-college,10,Never-married,Other-service,Own-child,White
7c2ad106,11/11/1978,216-07-6767,17634,19,Private,274657,5th-6th,3,Never-married,Other-service,Not-in-family,White
61610af8,11/3/1954,821-96-9298,39560,24,Private,317175,Bachelors,13,Married-civ-spouse,Sales,Husband,White
0f4279f1,5/27/1963,699-15-7827,37575,39,Self-emp-inc,163237,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White
eb4a997f,5/26/1998,869-49-1189,62365,37,Private,170408,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White
175bb7d4,3/10/1980,756-59-1126,26613,28,,55950,Bachelors,13,Never-married,,Own-child,Black
56af3caa,1/19/1980,473-44-3404,67817,40,Private,76625,HS-grad,9,Divorced,Craft-repair,Unmarried,White
cbf46873,11/6/1963,846-85-6976,51368,27,Private,366066,Assoc-acdm,12,Never-married,Sales,Own-child,White
a378e13a,7/5/1972,529-11-7298,76915,22,Private,349368,HS-grad,9,Never-married,Adm-clerical,Other-relative,White
b6761292,8/30/1997,185-67-1974,62214,21,Private,286824,Some-college,10,Never-married,Handlers-cleaners,Own-child,White
36ecf24a,11/17/1978,817-38-8771,74598,32,Private,373263,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White
5d463258,6/8/2005,899-61-3200,34795,20,Private,161978,HS-grad,9,Separated,Machine-op-inspct,Own-child,White
f334b248,9/13/1997,438-01-2721,90234,45,Private,543922,Masters,14,Divorced,Transport-moving,Not-in-family,White
99e51786,6/15/2007,621-04-9158,88962,46,Local-gov,109089,Prof-school,15,Married-civ-spouse,Protective-serv,Husband,White
a9c4ee56,1/23/1955,640-30-6865,95902,46,Private,110151,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White
a0bc25e5,5/13/1999,249-49-0083,25213,26,Private,34110,Some-college,10,Never-married,Protective-serv,Not-in-family,White
c390eacf,6/29/1964,241-17-2727,55051,47,Self-emp-not-inc,118506,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White
971ce7c5,5/28/1979,172-42-3925,50220,22,Private,117789,Some-college,10,Never-married,Prof-specialty,Own-child,White
3ec2135a,12/1/1963,179-17-7619,84292,34,Self-emp-not-inc,353881,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White
b4e99f6c,11/18/1996,469-65-3304,73765,49,Private,200471,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White
a23ad1de,11/20/1951,299-29-0460,13177,20,Private,258517,Some-college,10,Never-married,Handlers-cleaners,Own-child,White
8542c768,6/1/1989,354-59-9420,10741,28,Private,190367,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White
be64063a,11/23/1981,243-02-6135,41331,30,Private,174704,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black
53e08e4b,9/4/1973,680-53-2664,22181,23,Private,179413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
2bbe08f4,10/3/2006,770-40-8014,48233,20,Private,329530,9th,5,Never-married,Priv-house-serv,Own-child,White
9427b01d,2/14/2011,569-28-0432,42064,31,Private,273818,Some-college,10,Married-civ-spouse,Other-service,Husband,White
df619c58,5/17/1999,226-43-3773,90908,46,Private,256522,1st-4th,2,Never-married,Machine-op-inspct,Own-child,White
5681ffdf,5/27/1975,514-87-5500,49037,42,Private,196001,HS-grad,9,Separated,Adm-clerical,Unmarried,White
4b240d0d,3/6/1994,709-08-4343,69736,60,Self-emp-not-inc,282660,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White
2fdb0858,5/5/1954,139-18-8688,90586,30,Private,72630,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
29662613,11/8/1975,486-41-9373,91853,27,Private,50295,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White
c7314c20,1/14/2004,142-86-4102,18302,20,Private,203240,9th,5,Never-married,Sales,Own-child,White
a0516c32,3/12/2012,387-06-4773,43036,56,Self-emp-not-inc,172618,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White
c03bb0f1,1/2/1984,456-18-1589,28601,41,Private,202168,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White
ed35b59c,9/26/1965,785-72-8588,22449,61,Private,176839,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White
6007ee83,12/28/1983,834-67-3614,56957,47,Private,176140,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black
45e3904d,9/13/1986,213-76-2462,5965,60,Private,39952,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White
2a10984d,8/25/1998,799-30-1727,50066,33,Private,292465,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White
14120670,6/7/1953,746-16-6893,81161,40,,161285,Some-college,10,Married-civ-spouse,,Wife,White
52b4ed7c,5/20/1979,280-87-8974,58265,48,Private,355320,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White
41258850,6/6/1976,296-31-4684,54683,56,Private,182460,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White
426e5eb5,7/17/1990,686-04-5370,38539,50,Private,69345,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White
8794ba8a,12/7/2008,813-31-5138,35088,57,Self-emp-not-inc,102058,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White
fd685d00,11/30/1977,874-17-3603,58209,20,Private,165804,Some-college,10,Never-married,Adm-clerical,Own-child,Other
da5b64e9,8/6/1952,471-52-6147,26625,46,Private,318259,Assoc-voc,11,Divorced,Tech-support,Other-relative,White
448fe6b7,5/30/1998,436-05-7392,18386,21,Private,117606,Some-college,10,Never-married,Prof-specialty,Not-in-family,White
0b50a407,2/7/1960,858-51-4667,14842,37,Private,170718,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White
7e32bcaa,10/18/1991,348-44-7038,43775,42,Private,413297,Some-college,10,Married-civ-spouse,Tech-support,Husband,White
6e9b4ef3,1/5/1981,668-35-8653,88787,20,Private,190457,HS-grad,9,Never-married,Other-service,Own-child,White
5da2f296,3/11/2008,327-01-7127,16039,54,Private,88278,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White
65a251eb,2/25/1974,677-13-1999,33654,32,Local-gov,217296,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White
0434c519,11/28/2006,881-19-7688,85215,62,,97231,Some-college,10,Married-civ-spouse,,Wife,White
3c963062,9/8/1957,141-68-0396,16391,50,Private,123429,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
de5eaba0,10/22/2006,456-34-4523,14737,49,Federal-gov,420282,Some-college,10,Never-married,Adm-clerical,Unmarried,Black
1380ef74,5/16/1967,387-41-7629,8632,48,Private,498325,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White
b599ff05,9/13/1954,252-52-2484,45135,24,Private,248533,Some-college,10,Never-married,Sales,Other-relative,Black
e499fabb,1/18/1955,303-90-0238,17898,46,Private,137354,Masters,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander
83127864,2/1/1991,558-96-0686,62519,42,Private,272910,HS-grad,9,Divorced,Other-service,Not-in-family,White
91673456,8/5/1971,639-93-7164,40210,52,Self-emp-inc,206054,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
4702e370,7/23/1999,763-09-2573,93395,58,Local-gov,92141,Assoc-acdm,12,Widowed,Adm-clerical,Not-in-family,Black
e3a62176,5/16/1969,475-60-2560,90366,37,Private,163199,Some-college,10,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo
91776187,12/8/1977,679-89-7203,23180,34,Private,195860,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
a5b021d4,5/11/1978,419-98-5034,31184,26,Private,115717,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White
8e8c7c28,2/6/1995,404-10-1509,78787,18,Private,120029,Some-college,10,Never-married,Adm-clerical,Other-relative,White
39c9d6a6,8/10/2006,597-37-1728,72182,33,Private,221762,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black
7cfcd11c,3/29/2003,196-37-6868,88777,41,Private,342164,Some-college,10,Divorced,Sales,Not-in-family,White
69ec6291,3/13/1981,566-23-6114,32210,21,Private,176356,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White
3b35b61e,1/21/2004,356-75-1313,64753,23,Private,133239,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White
0d8add50,3/15/1990,538-64-9051,58433,26,Federal-gov,169101,Some-college,10,Never-married,Tech-support,Own-child,White
25e21b08,10/1/1953,198-22-7538,86078,33,Private,159442,Bachelors,13,Married-civ-spouse,Other-service,Wife,White
750d973f,7/15/1980,401-05-5553,1614,24,Private,174461,Some-college,10,Never-married,Exec-managerial,Own-child,White
8c3c04d8,2/22/1991,848-76-4172,12658,43,Private,361280,10th,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander
501756b1,9/21/1980,329-20-0717,31334,52,State-gov,447579,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White
712862a6,8/4/1972,701-23-4495,92976,27,,308995,Some-college,10,Divorced,,Own-child,Black
82638bf5,9/23/2000,133-03-7125,95616,61,Private,248448,7th-8th,4,Divorced,Other-service,Unmarried,White
95bbcc23,3/26/2011,507-29-3858,91570,35,Private,161141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White
782556b4,5/1/1975,122-36-1290,94802,35,Private,212465,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
e4eb5617,6/17/1967,207-51-2971,68896,45,Self-emp-inc,170871,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White
a0d8b7e5,6/24/2012,655-35-4813,30661,43,Local-gov,233865,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White
1aa85e3e,1/10/2011,622-57-7701,39109,51,Private,163052,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White
60a21d5d,9/15/1980,182-16-1846,40612,35,Private,348690,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White
adc15e2f,5/29/1998,546-56-9800,91187,47,Federal-gov,34845,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White
a7470e99,11/28/1998,576-04-8253,98791,22,Private,206861,Some-college,10,Never-married,Adm-clerical,Own-child,White
93f83e8b,11/24/2009,829-47-4042,41335,49,Self-emp-inc,349230,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White
a438279e,11/10/1959,712-34-2828,14789,20,Private,130840,HS-grad,9,Never-married,Craft-repair,Own-child,White
04f7e77b,7/12/1974,790-80-4983,46976,19,Private,415354,10th,6,Divorced,Other-service,Not-in-family,White
31c424dd,7/25/2010,519-52-4304,57168,27,Private,132191,HS-grad,9,Never-married,Craft-repair,Not-in-family,White
c1557357,9/28/2000,848-86-1945,60803,42,Private,202466,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White
bc8d0235,8/13/1979,844-81-2099,74172,27,,224421,Some-college,10,Divorced,,Own-child,White
6a30441e,8/6/2008,631-66-5703,68619,23,Self-emp-not-inc,236804,Some-college,10,Never-married,Farming-fishing,Own-child,White
b44e4a53,6/20/1982,296-77-8392,83729,20,Private,107658,Some-college,10,Never-married,Tech-support,Not-in-family,White
f0569c76,6/19/1992,800-57-9166,773,47,Private,102771,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White
c8428348,1/9/2012,815-19-3382,61095,17,Private,221403,12th,8,Never-married,Other-service,Own-child,Black
56ba3b28,12/31/1997,856-46-6509,36056,76,,211574,10th,6,Married-civ-spouse,,Husband,White
2c9c16aa,7/25/1978,637-79-1917,90999,39,Private,52645,Some-college,10,Divorced,Sales,Unmarried,White
ce75f892,3/9/1966,703-24-2470,36494,25,Private,276310,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White
a75bb9cf,11/5/1987,460-25-8506,19384,31,Private,134613,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Black
a4c56aa2,5/9/2009,695-50-1862,65931,44,Private,215479,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black
fbf2b68f,9/8/1992,690-67-5278,17171,53,Private,266529,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White
dcd6acb8,4/1/1968,199-12-9884,16161,34,Private,265807,Some-college,10,Separated,Craft-repair,Not-in-family,White
e5eb88ee,2/3/1951,798-83-6858,32807,45,Self-emp-not-inc,67716,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White
83d92be4,1/12/1971,810-42-1130,95361,34,Private,178951,HS-grad,9,Married-civ-spouse,Sales,Husband,White
a77717b6,5/23/1970,756-13-6739,23810,35,Private,241126,Masters,14,Married-civ-spouse,Sales,Husband,White
bf0f048f,1/15/1951,127-10-1096,10556,36,Private,176544,Some-college,10,Never-married,Other-service,Not-in-family,White
8de60ce5,1/5/1981,585-59-2907,67054,45,Private,169180,Some-college,10,Widowed,Other-service,Unmarried,White
617e4112,8/18/2003,546-97-1662,57640,37,Self-emp-not-inc,282461,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White
ac8b748e,4/14/1956,728-42-3819,69739,53,Private,157069,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White
346d8e98,4/9/1956,590-59-1185,58840,35,Private,99357,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White
ff9d06f0,8/4/1962,474-69-5951,30775,38,Self-emp-not-inc,414991,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White
fb95d810,6/3/1969,838-01-5992,55995,65,Self-emp-inc,338316,Some-college,10,Married-civ-spouse,Sales,Husband,White
8138a38b,1/27/1974,896-80-4094,17934,49,Self-emp-not-inc,59612,10th,6,Divorced,Farming-fishing,Unmarried,White
2adad6ba,7/8/1984,422-62-4095,50638,24,Private,220426,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White
4f8b2687,12/19/1970,171-40-9171,33098,54,Private,115912,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
1ba1e389,1/28/1967,856-62-4149,854,17,Private,27032,10th,6,Never-married,Sales,Own-child,White
477649d0,4/18/1974,677-18-5366,6286,19,Private,170720,12th,8,Never-married,Other-service,Own-child,White
17ec33c0,7/9/1988,229-01-1364,5367,60,Private,183162,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White
e497f01d,11/15/1973,610-53-4890,71311,46,Private,192360,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White
68b9d593,10/9/1955,731-31-4153,70564,78,,165694,Masters,14,Widowed,,Not-in-family,White
35f1b446,4/29/1998,472-21-8914,16784,26,Private,128553,Some-college,10,Never-married,Exec-managerial,Own-child,Black
593ee9c2,10/20/1969,138-70-9912,178,58,Private,209423,1st-4th,2,Married-civ-spouse,Other-service,Husband,White
ea19cac4,7/15/1964,653-26-2361,56121,37,Self-emp-not-inc,121510,HS-grad,9,Divorced,Exec-managerial,Unmarried,White
b2699d68,6/23/1995,571-42-2967,76439,41,Private,93793,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White
6f80084e,7/4/1993,302-31-5010,25830,30,Private,133602,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White
37f6374a,10/5/1954,616-22-8266,23018,19,Private,391329,Some-college,10,Never-married,Adm-clerical,Not-in-family,White
97c73bdd,8/13/1971,869-86-7484,86910,48,Private,96359,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White
315becd9,9/19/1970,187-44-8899,22601,22,Private,203894,Some-college,10,Never-married,Transport-moving,Not-in-family,White
5c4e68ff,4/2/2001,516-28-0814,45162,50,Private,196193,Masters,14,Married-spouse-absent,Prof-specialty,Other-relative,White
23ae913b,8/2/1974,808-38-8377,38918,25,Private,195994,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,White
71e208d2,4/6/1992,105-87-8065,46988,18,Private,50879,10th,6,Never-married,Other-service,Own-child,White
1d429498,7/20/1993,490-57-0205,68192,21,Private,186849,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White
42fbed62,2/14/2008,208-72-5378,25598,47,Private,201127,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White
af3d2f67,10/28/1985,601-46-6170,21411,33,Private,110998,HS-grad,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo
16e30583,3/25/1984,150-34-3006,71220,39,Private,190466,HS-grad,9,Divorced,Craft-repair,Own-child,White
8e5b49a9,4/30/2001,142-03-5158,75741,67,Self-emp-not-inc,173935,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White
cce3ca08,4/1/1974,364-99-1162,2885,19,Private,167140,Some-college,10,Never-married,Other-service,Own-child,White
284a64e1,8/31/1955,727-42-9931,23928,18,Private,110230,10th,6,Never-married,Other-service,Own-child,White
a6e52519,11/10/1995,732-38-1032,52349,36,Private,287658,HS-grad,9,Never-married,Adm-clerical,Own-child,Black
aff457df,4/6/1951,815-37-7339,51589,23,Private,224954,Some-college,10,Never-married,Machine-op-inspct,Own-child,White
5f908e8e,5/28/1951,384-13-6392,25066,25,,394820,Some-college,10,Separated,,Unmarried,White
c2173934,11/17/1989,359-90-8847,26866,40,Private,37618,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
05113b78,5/19/1980,370-10-4029,97872,73,Self-emp-not-inc,29306,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White
3a7c7e90,3/13/2009,480-53-1217,47824,35,Private,37314,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
04ec3272,8/15/1969,432-35-0751,84604,31,Private,420749,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White
38d7c211,5/1/1963,699-19-2526,5851,20,Private,482732,10th,6,Never-married,Machine-op-inspct,Not-in-family,White
5400cf7f,1/11/2009,377-87-0424,62740,20,Private,206215,HS-grad,9,Never-married,Adm-clerical,Own-child,White
11bbf12d,2/28/1960,766-65-2744,37755,27,Private,101364,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White
316f4cc1,3/9/1976,424-58-9850,65743,66,Self-emp-inc,185369,10th,6,Married-civ-spouse,Sales,Husband,White
